Logger,Plot,Timestamp,Variable,Value,Depth_cm
21,Freshwater,2026-06-07T18:00:00Z,Temp,18.69,30
21,Freshwater,2026-06-07T18:00:00Z,PerAirSat,78.66,50
21,Freshwater,2026-06-07T18:00:00Z,Temp,18.69,50
21,Freshwater,2026-06-07T18:10:00Z,PerAirSat,101.3,5
21,Freshwater,2026-06-07T18:10:00Z,Temp,18.77,5
21,Freshwater,2026-06-07T18:10:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-07T18:10:00Z,Temp,18.77,15
21,Freshwater,2026-06-07T18:10:00Z,PerAirSat,93.2,30
21,Freshwater,2026-06-07T18:10:00Z,Temp,18.77,30
21,Freshwater,2026-06-07T18:10:00Z,PerAirSat,78.56,50
21,Freshwater,2026-06-07T18:10:00Z,Temp,18.77,50
21,Freshwater,2026-06-07T18:20:00Z,PerAirSat,101.3,5
21,Freshwater,2026-06-07T18:20:00Z,Temp,18.86,5
21,Freshwater,2026-06-07T18:20:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T18:20:00Z,Temp,18.86,15
21,Freshwater,2026-06-07T18:20:00Z,PerAirSat,93.2,30
21,Freshwater,2026-06-07T18:20:00Z,Temp,18.86,30
21,Freshwater,2026-06-07T18:20:00Z,PerAirSat,78.52,50
21,Freshwater,2026-06-07T18:20:00Z,Temp,18.86,50
21,Freshwater,2026-06-07T18:30:00Z,PerAirSat,101.3,5
21,Freshwater,2026-06-07T18:30:00Z,Temp,18.94,5
21,Freshwater,2026-06-07T18:30:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T18:30:00Z,Temp,18.94,15
21,Freshwater,2026-06-07T18:30:00Z,PerAirSat,93.1,30
21,Freshwater,2026-06-07T18:30:00Z,Temp,18.94,30
21,Freshwater,2026-06-07T18:30:00Z,PerAirSat,78.48,50
21,Freshwater,2026-06-07T18:30:00Z,Temp,18.94,50
21,Freshwater,2026-06-07T18:40:00Z,PerAirSat,101.4,5
21,Freshwater,2026-06-07T18:40:00Z,Temp,19.02,5
21,Freshwater,2026-06-07T18:40:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T18:40:00Z,Temp,19.02,15
21,Freshwater,2026-06-07T18:40:00Z,PerAirSat,93.1,30
21,Freshwater,2026-06-07T18:40:00Z,Temp,19.02,30
21,Freshwater,2026-06-07T18:40:00Z,PerAirSat,78.38,50
21,Freshwater,2026-06-07T18:40:00Z,Temp,19.02,50
21,Freshwater,2026-06-07T18:50:00Z,PerAirSat,101.2,5
21,Freshwater,2026-06-07T18:50:00Z,Temp,19.09,5
21,Freshwater,2026-06-07T18:50:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T18:50:00Z,Temp,19.09,15
21,Freshwater,2026-06-07T18:50:00Z,PerAirSat,93,30
21,Freshwater,2026-06-07T18:50:00Z,Temp,19.09,30
21,Freshwater,2026-06-07T18:50:00Z,PerAirSat,78.28,50
21,Freshwater,2026-06-07T18:50:00Z,Temp,19.09,50
21,Freshwater,2026-06-07T19:00:00Z,PerAirSat,101.2,5
21,Freshwater,2026-06-07T19:00:00Z,Temp,19.15,5
21,Freshwater,2026-06-07T19:00:00Z,PerAirSat,92.1,15
21,Freshwater,2026-06-07T19:00:00Z,Temp,19.15,15
21,Freshwater,2026-06-07T19:00:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T19:00:00Z,Temp,19.15,30
21,Freshwater,2026-06-07T19:00:00Z,PerAirSat,78.27,50
21,Freshwater,2026-06-07T19:00:00Z,Temp,19.15,50
21,Freshwater,2026-06-07T19:10:00Z,PerAirSat,101.2,5
21,Freshwater,2026-06-07T19:10:00Z,Temp,19.2,5
21,Freshwater,2026-06-07T19:10:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T19:10:00Z,Temp,19.2,15
21,Freshwater,2026-06-07T19:10:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T19:10:00Z,Temp,19.2,30
21,Freshwater,2026-06-07T19:10:00Z,PerAirSat,78.21,50
21,Freshwater,2026-06-07T19:10:00Z,Temp,19.2,50
21,Freshwater,2026-06-07T19:20:00Z,PerAirSat,101,5
21,Freshwater,2026-06-07T19:20:00Z,Temp,19.25,5
21,Freshwater,2026-06-07T19:20:00Z,PerAirSat,92.1,15
21,Freshwater,2026-06-07T19:20:00Z,Temp,19.25,15
21,Freshwater,2026-06-07T19:20:00Z,PerAirSat,92.8,30
21,Freshwater,2026-06-07T19:20:00Z,Temp,19.25,30
21,Freshwater,2026-06-07T19:20:00Z,PerAirSat,78.14,50
21,Freshwater,2026-06-07T19:20:00Z,Temp,19.25,50
21,Freshwater,2026-06-07T19:30:00Z,PerAirSat,101,5
21,Freshwater,2026-06-07T19:30:00Z,Temp,19.28,5
21,Freshwater,2026-06-07T19:30:00Z,PerAirSat,92.1,15
21,Freshwater,2026-06-07T19:30:00Z,Temp,19.28,15
21,Freshwater,2026-06-07T19:30:00Z,PerAirSat,93,30
21,Freshwater,2026-06-07T19:30:00Z,Temp,19.28,30
21,Freshwater,2026-06-07T19:30:00Z,PerAirSat,78.16,50
21,Freshwater,2026-06-07T19:30:00Z,Temp,19.28,50
21,Freshwater,2026-06-07T19:40:00Z,PerAirSat,101.1,5
21,Freshwater,2026-06-07T19:40:00Z,Temp,19.31,5
21,Freshwater,2026-06-07T19:40:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T19:40:00Z,Temp,19.31,15
21,Freshwater,2026-06-07T19:40:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T19:40:00Z,Temp,19.31,30
21,Freshwater,2026-06-07T19:40:00Z,PerAirSat,78.09,50
21,Freshwater,2026-06-07T19:40:00Z,Temp,19.31,50
21,Freshwater,2026-06-07T19:50:00Z,PerAirSat,101,5
21,Freshwater,2026-06-07T19:50:00Z,Temp,19.34,5
21,Freshwater,2026-06-07T19:50:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T19:50:00Z,Temp,19.34,15
21,Freshwater,2026-06-07T19:50:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T19:50:00Z,Temp,19.34,30
21,Freshwater,2026-06-07T19:50:00Z,PerAirSat,78.05,50
21,Freshwater,2026-06-07T19:50:00Z,Temp,19.34,50
21,Freshwater,2026-06-07T20:00:00Z,PerAirSat,100.7,5
21,Freshwater,2026-06-07T20:00:00Z,Temp,19.36,5
21,Freshwater,2026-06-07T20:00:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T20:00:00Z,Temp,19.36,15
21,Freshwater,2026-06-07T20:00:00Z,PerAirSat,92.8,30
21,Freshwater,2026-06-07T20:00:00Z,Temp,19.36,30
21,Freshwater,2026-06-07T20:00:00Z,PerAirSat,78,50
21,Freshwater,2026-06-07T20:00:00Z,Temp,19.36,50
21,Freshwater,2026-06-07T20:10:00Z,PerAirSat,100.7,5
21,Freshwater,2026-06-07T20:10:00Z,Temp,19.37,5
21,Freshwater,2026-06-07T20:10:00Z,PerAirSat,92.1,15
21,Freshwater,2026-06-07T20:10:00Z,Temp,19.37,15
21,Freshwater,2026-06-07T20:10:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T20:10:00Z,Temp,19.37,30
21,Freshwater,2026-06-07T20:10:00Z,PerAirSat,78.09,50
21,Freshwater,2026-06-07T20:10:00Z,Temp,19.37,50
21,Freshwater,2026-06-07T20:20:00Z,PerAirSat,100.8,5
21,Freshwater,2026-06-07T20:20:00Z,Temp,19.38,5
21,Freshwater,2026-06-07T20:20:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T20:20:00Z,Temp,19.38,15
21,Freshwater,2026-06-07T20:20:00Z,PerAirSat,92.8,30
21,Freshwater,2026-06-07T20:20:00Z,Temp,19.38,30
21,Freshwater,2026-06-07T20:20:00Z,PerAirSat,78.13,50
21,Freshwater,2026-06-07T20:20:00Z,Temp,19.38,50
21,Freshwater,2026-06-07T20:30:00Z,PerAirSat,100.7,5
21,Freshwater,2026-06-07T20:30:00Z,Temp,19.39,5
21,Freshwater,2026-06-07T20:30:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T20:30:00Z,Temp,19.39,15
21,Freshwater,2026-06-07T20:30:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T20:30:00Z,Temp,19.39,30
21,Freshwater,2026-06-07T20:30:00Z,PerAirSat,78.06,50
21,Freshwater,2026-06-07T20:30:00Z,Temp,19.39,50
21,Freshwater,2026-06-07T20:40:00Z,PerAirSat,100.7,5
21,Freshwater,2026-06-07T20:40:00Z,Temp,19.4,5
21,Freshwater,2026-06-07T20:40:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T20:40:00Z,Temp,19.39,15
21,Freshwater,2026-06-07T20:40:00Z,PerAirSat,92.8,30
21,Freshwater,2026-06-07T20:40:00Z,Temp,19.39,30
21,Freshwater,2026-06-07T20:40:00Z,PerAirSat,78.07,50
21,Freshwater,2026-06-07T20:40:00Z,Temp,19.4,50
21,Freshwater,2026-06-07T20:50:00Z,PerAirSat,100.6,5
21,Freshwater,2026-06-07T20:50:00Z,Temp,19.4,5
21,Freshwater,2026-06-07T20:50:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T20:50:00Z,Temp,19.4,15
21,Freshwater,2026-06-07T20:50:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T20:50:00Z,Temp,19.4,30
21,Freshwater,2026-06-07T20:50:00Z,PerAirSat,78.04,50
21,Freshwater,2026-06-07T20:50:00Z,Temp,19.4,50
21,Freshwater,2026-06-07T21:00:00Z,PerAirSat,100.6,5
21,Freshwater,2026-06-07T21:00:00Z,Temp,19.4,5
21,Freshwater,2026-06-07T21:00:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T21:00:00Z,Temp,19.4,15
21,Freshwater,2026-06-07T21:00:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T21:00:00Z,Temp,19.4,30
21,Freshwater,2026-06-07T21:00:00Z,PerAirSat,78.19,50
21,Freshwater,2026-06-07T21:00:00Z,Temp,19.4,50
21,Freshwater,2026-06-07T21:10:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-07T21:10:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T21:10:00Z,PerAirSat,92.3,15
21,Freshwater,2026-06-07T21:10:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T21:10:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T21:10:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T21:10:00Z,PerAirSat,78.06,50
21,Freshwater,2026-06-07T21:10:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T21:20:00Z,PerAirSat,100.6,5
21,Freshwater,2026-06-07T21:20:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T21:20:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T21:20:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T21:20:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T21:20:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T21:20:00Z,PerAirSat,78.11,50
21,Freshwater,2026-06-07T21:20:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T21:30:00Z,PerAirSat,100.6,5
21,Freshwater,2026-06-07T21:30:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T21:30:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-07T21:30:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T21:30:00Z,PerAirSat,92.8,30
21,Freshwater,2026-06-07T21:30:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T21:30:00Z,PerAirSat,78.14,50
21,Freshwater,2026-06-07T21:30:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T21:40:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-07T21:40:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T21:40:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-07T21:40:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T21:40:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T21:40:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T21:40:00Z,PerAirSat,78.09,50
21,Freshwater,2026-06-07T21:40:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T21:50:00Z,PerAirSat,100.6,5
21,Freshwater,2026-06-07T21:50:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T21:50:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-07T21:50:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T21:50:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T21:50:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T21:50:00Z,PerAirSat,78.11,50
21,Freshwater,2026-06-07T21:50:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T22:00:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-07T22:00:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T22:00:00Z,PerAirSat,92.3,15
21,Freshwater,2026-06-07T22:00:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T22:00:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T22:00:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T22:00:00Z,PerAirSat,78.06,50
21,Freshwater,2026-06-07T22:00:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T22:10:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-07T22:10:00Z,Temp,19.42,5
21,Freshwater,2026-06-07T22:10:00Z,PerAirSat,92.2,15
21,Freshwater,2026-06-07T22:10:00Z,Temp,19.42,15
21,Freshwater,2026-06-07T22:10:00Z,PerAirSat,92.8,30
21,Freshwater,2026-06-07T22:10:00Z,Temp,19.42,30
21,Freshwater,2026-06-07T22:10:00Z,PerAirSat,78.06,50
21,Freshwater,2026-06-07T22:10:00Z,Temp,19.42,50
21,Freshwater,2026-06-07T22:20:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-07T22:20:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T22:20:00Z,PerAirSat,92.3,15
21,Freshwater,2026-06-07T22:20:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T22:20:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T22:20:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T22:20:00Z,PerAirSat,78.13,50
21,Freshwater,2026-06-07T22:20:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T22:30:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-07T22:30:00Z,Temp,19.42,5
21,Freshwater,2026-06-07T22:30:00Z,PerAirSat,92.5,15
21,Freshwater,2026-06-07T22:30:00Z,Temp,19.42,15
21,Freshwater,2026-06-07T22:30:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T22:30:00Z,Temp,19.42,30
21,Freshwater,2026-06-07T22:30:00Z,PerAirSat,78.07,50
21,Freshwater,2026-06-07T22:30:00Z,Temp,19.42,50
21,Freshwater,2026-06-07T22:40:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-07T22:40:00Z,Temp,19.42,5
21,Freshwater,2026-06-07T22:40:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-07T22:40:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T22:40:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T22:40:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T22:40:00Z,PerAirSat,78.12,50
21,Freshwater,2026-06-07T22:40:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T22:50:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-07T22:50:00Z,Temp,19.42,5
21,Freshwater,2026-06-07T22:50:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-07T22:50:00Z,Temp,19.42,15
21,Freshwater,2026-06-07T22:50:00Z,PerAirSat,92.8,30
21,Freshwater,2026-06-07T22:50:00Z,Temp,19.42,30
21,Freshwater,2026-06-07T22:50:00Z,PerAirSat,78.03,50
21,Freshwater,2026-06-07T22:50:00Z,Temp,19.42,50
21,Freshwater,2026-06-07T23:00:00Z,PerAirSat,100.5,5
21,Freshwater,2026-06-07T23:00:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T23:00:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-07T23:00:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T23:00:00Z,PerAirSat,92.9,30
21,Freshwater,2026-06-07T23:00:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T23:00:00Z,PerAirSat,78.09,50
21,Freshwater,2026-06-07T23:00:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T23:10:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-07T23:10:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T23:10:00Z,PerAirSat,92.5,15
21,Freshwater,2026-06-07T23:10:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T23:10:00Z,PerAirSat,93,30
21,Freshwater,2026-06-07T23:10:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T23:10:00Z,PerAirSat,78.13,50
21,Freshwater,2026-06-07T23:10:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T23:20:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-07T23:20:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T23:20:00Z,PerAirSat,92.6,15
21,Freshwater,2026-06-07T23:20:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T23:20:00Z,PerAirSat,93,30
21,Freshwater,2026-06-07T23:20:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T23:20:00Z,PerAirSat,78.09,50
21,Freshwater,2026-06-07T23:20:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T23:30:00Z,PerAirSat,100.3,5
21,Freshwater,2026-06-07T23:30:00Z,Temp,19.41,5
21,Freshwater,2026-06-07T23:30:00Z,PerAirSat,92.4,15
21,Freshwater,2026-06-07T23:30:00Z,Temp,19.41,15
21,Freshwater,2026-06-07T23:30:00Z,PerAirSat,93.1,30
21,Freshwater,2026-06-07T23:30:00Z,Temp,19.41,30
21,Freshwater,2026-06-07T23:30:00Z,PerAirSat,78.18,50
21,Freshwater,2026-06-07T23:30:00Z,Temp,19.41,50
21,Freshwater,2026-06-07T23:40:00Z,PerAirSat,100.3,5
21,Freshwater,2026-06-07T23:40:00Z,Temp,19.4,5
21,Freshwater,2026-06-07T23:40:00Z,PerAirSat,92.5,15
21,Freshwater,2026-06-07T23:40:00Z,Temp,19.4,15
21,Freshwater,2026-06-07T23:40:00Z,PerAirSat,93,30
21,Freshwater,2026-06-07T23:40:00Z,Temp,19.4,30
21,Freshwater,2026-06-07T23:40:00Z,PerAirSat,78.04,50
21,Freshwater,2026-06-07T23:40:00Z,Temp,19.4,50
21,Freshwater,2026-06-07T23:50:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-07T23:50:00Z,Temp,19.4,5
21,Freshwater,2026-06-07T23:50:00Z,PerAirSat,92.5,15
21,Freshwater,2026-06-07T23:50:00Z,Temp,19.4,15
21,Freshwater,2026-06-07T23:50:00Z,PerAirSat,93.2,30
21,Freshwater,2026-06-07T23:50:00Z,Temp,19.4,30
21,Freshwater,2026-06-07T23:50:00Z,PerAirSat,78.17,50
21,Freshwater,2026-06-07T23:50:00Z,Temp,19.4,50
21,Freshwater,2026-06-08T00:00:00Z,PerAirSat,100.3,5
21,Freshwater,2026-06-08T00:00:00Z,Temp,19.4,5
21,Freshwater,2026-06-08T00:00:00Z,PerAirSat,92.6,15
21,Freshwater,2026-06-08T00:00:00Z,Temp,19.4,15
21,Freshwater,2026-06-08T00:00:00Z,PerAirSat,93.1,30
21,Freshwater,2026-06-08T00:00:00Z,Temp,19.4,30
21,Freshwater,2026-06-08T00:00:00Z,PerAirSat,78.16,50
21,Freshwater,2026-06-08T00:00:00Z,Temp,19.4,50
21,Freshwater,2026-06-08T00:10:00Z,PerAirSat,100.4,5
21,Freshwater,2026-06-08T00:10:00Z,Temp,19.39,5
21,Freshwater,2026-06-08T00:10:00Z,PerAirSat,92.6,15
21,Freshwater,2026-06-08T00:10:00Z,Temp,19.39,15
21,Freshwater,2026-06-08T00:10:00Z,PerAirSat,93,30
21,Freshwater,2026-06-08T00:10:00Z,Temp,19.39,30
21,Freshwater,2026-06-08T00:10:00Z,PerAirSat,78.17,50
21,Freshwater,2026-06-08T00:10:00Z,Temp,19.39,50
21,Freshwater,2026-06-08T00:20:00Z,PerAirSat,100.3,5
21,Freshwater,2026-06-08T00:20:00Z,Temp,19.39,5
21,Freshwater,2026-06-08T00:20:00Z,PerAirSat,92.6,15
21,Freshwater,2026-06-08T00:20:00Z,Temp,19.39,15
21,Freshwater,2026-06-08T00:20:00Z,PerAirSat,93.1,30
21,Freshwater,2026-06-08T00:20:00Z,Temp,19.39,30
21,Freshwater,2026-06-08T00:20:00Z,PerAirSat,78.21,50
21,Freshwater,2026-06-08T00:20:00Z,Temp,19.39,50
21,Freshwater,2026-06-08T00:30:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-08T00:30:00Z,Temp,19.38,5
21,Freshwater,2026-06-08T00:30:00Z,PerAirSat,92.7,15
21,Freshwater,2026-06-08T00:30:00Z,Temp,19.38,15
21,Freshwater,2026-06-08T00:30:00Z,PerAirSat,93.1,30
21,Freshwater,2026-06-08T00:30:00Z,Temp,19.38,30
21,Freshwater,2026-06-08T00:30:00Z,PerAirSat,78.24,50
21,Freshwater,2026-06-08T00:30:00Z,Temp,19.38,50
21,Freshwater,2026-06-08T00:40:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-08T00:40:00Z,Temp,19.37,5
21,Freshwater,2026-06-08T00:40:00Z,PerAirSat,92.7,15
21,Freshwater,2026-06-08T00:40:00Z,Temp,19.37,15
21,Freshwater,2026-06-08T00:40:00Z,PerAirSat,93.2,30
21,Freshwater,2026-06-08T00:40:00Z,Temp,19.37,30
21,Freshwater,2026-06-08T00:40:00Z,PerAirSat,78.28,50
21,Freshwater,2026-06-08T00:40:00Z,Temp,19.37,50
21,Freshwater,2026-06-08T00:50:00Z,PerAirSat,100.3,5
21,Freshwater,2026-06-08T00:50:00Z,Temp,19.36,5
21,Freshwater,2026-06-08T00:50:00Z,PerAirSat,92.6,15
21,Freshwater,2026-06-08T00:50:00Z,Temp,19.36,15
21,Freshwater,2026-06-08T00:50:00Z,PerAirSat,93.2,30
21,Freshwater,2026-06-08T00:50:00Z,Temp,19.36,30
21,Freshwater,2026-06-08T00:50:00Z,PerAirSat,78.24,50
21,Freshwater,2026-06-08T00:50:00Z,Temp,19.36,50
21,Freshwater,2026-06-08T01:00:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-08T01:00:00Z,Temp,19.35,5
21,Freshwater,2026-06-08T01:00:00Z,PerAirSat,92.7,15
21,Freshwater,2026-06-08T01:00:00Z,Temp,19.35,15
21,Freshwater,2026-06-08T01:00:00Z,PerAirSat,93.2,30
21,Freshwater,2026-06-08T01:00:00Z,Temp,19.35,30
21,Freshwater,2026-06-08T01:00:00Z,PerAirSat,78.33,50
21,Freshwater,2026-06-08T01:00:00Z,Temp,19.35,50
21,Freshwater,2026-06-08T01:10:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-08T01:10:00Z,Temp,19.33,5
21,Freshwater,2026-06-08T01:10:00Z,PerAirSat,92.7,15
21,Freshwater,2026-06-08T01:10:00Z,Temp,19.33,15
21,Freshwater,2026-06-08T01:10:00Z,PerAirSat,93.2,30
21,Freshwater,2026-06-08T01:10:00Z,Temp,19.33,30
21,Freshwater,2026-06-08T01:10:00Z,PerAirSat,78.42,50
21,Freshwater,2026-06-08T01:10:00Z,Temp,19.33,50
21,Freshwater,2026-06-08T01:20:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-08T01:20:00Z,Temp,19.32,5
21,Freshwater,2026-06-08T01:20:00Z,PerAirSat,92.8,15
21,Freshwater,2026-06-08T01:20:00Z,Temp,19.32,15
21,Freshwater,2026-06-08T01:20:00Z,PerAirSat,93.2,30
21,Freshwater,2026-06-08T01:20:00Z,Temp,19.32,30
21,Freshwater,2026-06-08T01:20:00Z,PerAirSat,78.35,50
21,Freshwater,2026-06-08T01:20:00Z,Temp,19.32,50
21,Freshwater,2026-06-08T01:30:00Z,PerAirSat,100.3,5
21,Freshwater,2026-06-08T01:30:00Z,Temp,19.3,5
21,Freshwater,2026-06-08T01:30:00Z,PerAirSat,92.8,15
21,Freshwater,2026-06-08T01:30:00Z,Temp,19.3,15
21,Freshwater,2026-06-08T01:30:00Z,PerAirSat,93.3,30
21,Freshwater,2026-06-08T01:30:00Z,Temp,19.3,30
21,Freshwater,2026-06-08T01:30:00Z,PerAirSat,78.44,50
21,Freshwater,2026-06-08T01:30:00Z,Temp,19.3,50
21,Freshwater,2026-06-08T01:40:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-08T01:40:00Z,Temp,19.28,5
21,Freshwater,2026-06-08T01:40:00Z,PerAirSat,92.8,15
21,Freshwater,2026-06-08T01:40:00Z,Temp,19.28,15
21,Freshwater,2026-06-08T01:40:00Z,PerAirSat,93.3,30
21,Freshwater,2026-06-08T01:40:00Z,Temp,19.28,30
21,Freshwater,2026-06-08T01:40:00Z,PerAirSat,78.51,50
21,Freshwater,2026-06-08T01:40:00Z,Temp,19.28,50
21,Freshwater,2026-06-08T01:50:00Z,PerAirSat,100.2,5
21,Freshwater,2026-06-08T01:50:00Z,Temp,19.26,5
21,Freshwater,2026-06-08T01:50:00Z,PerAirSat,92.8,15
21,Freshwater,2026-06-08T01:50:00Z,Temp,19.26,15
21,Freshwater,2026-06-08T01:50:00Z,PerAirSat,93.3,30
21,Freshwater,2026-06-08T01:50:00Z,Temp,19.26,30
21,Freshwater,2026-06-08T01:50:00Z,PerAirSat,78.45,50
21,Freshwater,2026-06-08T01:50:00Z,Temp,19.26,50
21,Freshwater,2026-06-08T02:00:00Z,PerAirSat,100.1,5
21,Freshwater,2026-06-08T02:00:00Z,Temp,19.24,5
21,Freshwater,2026-06-08T02:00:00Z,PerAirSat,92.8,15
21,Freshwater,2026-06-08T02:00:00Z,Temp,19.24,15
21,Freshwater,2026-06-08T02:00:00Z,PerAirSat,93.4,30
21,Freshwater,2026-06-08T02:00:00Z,Temp,19.24,30
21,Freshwater,2026-06-08T02:00:00Z,PerAirSat,78.59,50
21,Freshwater,2026-06-08T02:00:00Z,Temp,19.24,50
21,Freshwater,2026-06-08T02:10:00Z,PerAirSat,100.1,5
21,Freshwater,2026-06-08T02:10:00Z,Temp,19.21,5
21,Freshwater,2026-06-08T02:10:00Z,PerAirSat,92.9,15
21,Freshwater,2026-06-08T02:10:00Z,Temp,19.21,15
21,Freshwater,2026-06-08T02:10:00Z,PerAirSat,93.5,30
21,Freshwater,2026-06-08T02:10:00Z,Temp,19.21,30
21,Freshwater,2026-06-08T02:10:00Z,PerAirSat,78.53,50
21,Freshwater,2026-06-08T02:10:00Z,Temp,19.21,50
21,Freshwater,2026-06-08T02:20:00Z,PerAirSat,100,5
21,Freshwater,2026-06-08T02:20:00Z,Temp,19.19,5
21,Freshwater,2026-06-08T02:20:00Z,PerAirSat,92.9,15
21,Freshwater,2026-06-08T02:20:00Z,Temp,19.19,15
21,Freshwater,2026-06-08T02:20:00Z,PerAirSat,93.5,30
21,Freshwater,2026-06-08T02:20:00Z,Temp,19.19,30
21,Freshwater,2026-06-08T02:20:00Z,PerAirSat,78.49,50
21,Freshwater,2026-06-08T02:20:00Z,Temp,19.19,50
21,Freshwater,2026-06-08T02:30:00Z,PerAirSat,100,5
21,Freshwater,2026-06-08T02:30:00Z,Temp,19.16,5
