Plot,Timestamp,Value,Sapflow_ID,Logger,Port,Species,Out_Of_Plot,BattV_Avg,Grid_Square
Saltwater,2026-06-01T12:00:00Z,0.734,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T12:00:00Z,0.677,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T12:15:00Z,0.65,S5,33,1,LITU,FALSE,12.07,F5
Saltwater,2026-06-01T12:15:00Z,0.461,S6,33,2,LITU,FALSE,12.07,G6
Saltwater,2026-06-01T12:15:00Z,0.582,S9,33,3,ACRU,FALSE,12.07,F2
Saltwater,2026-06-01T12:15:00Z,0.527,S10,33,4,ACRU,FALSE,12.07,G5
Saltwater,2026-06-01T12:15:00Z,0.593,S12,33,5,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T12:15:00Z,0.464,S14,33,6,FAGR,FALSE,12.07,I2
Saltwater,2026-06-01T12:15:00Z,0.734,SD12,33,10,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T12:15:00Z,0.676,S19,33,12,ACRU,FALSE,12.07,D2
Saltwater,2026-06-01T12:30:00Z,0.643,S5,33,1,LITU,FALSE,12.07,F5
Saltwater,2026-06-01T12:30:00Z,0.455,S6,33,2,LITU,FALSE,12.07,G6
Saltwater,2026-06-01T12:30:00Z,0.583,S9,33,3,ACRU,FALSE,12.07,F2
Saltwater,2026-06-01T12:30:00Z,0.527,S10,33,4,ACRU,FALSE,12.07,G5
Saltwater,2026-06-01T12:30:00Z,0.593,S12,33,5,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T12:30:00Z,0.465,S14,33,6,FAGR,FALSE,12.07,I2
Saltwater,2026-06-01T12:30:00Z,0.734,SD12,33,10,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T12:30:00Z,0.676,S19,33,12,ACRU,FALSE,12.07,D2
Saltwater,2026-06-01T12:45:00Z,0.634,S5,33,1,LITU,FALSE,12.07,F5
Saltwater,2026-06-01T12:45:00Z,0.445,S6,33,2,LITU,FALSE,12.07,G6
Saltwater,2026-06-01T12:45:00Z,0.584,S9,33,3,ACRU,FALSE,12.07,F2
Saltwater,2026-06-01T12:45:00Z,0.526,S10,33,4,ACRU,FALSE,12.07,G5
Saltwater,2026-06-01T12:45:00Z,0.592,S12,33,5,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T12:45:00Z,0.466,S14,33,6,FAGR,FALSE,12.07,I2
Saltwater,2026-06-01T12:45:00Z,0.734,SD12,33,10,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T12:45:00Z,0.676,S19,33,12,ACRU,FALSE,12.07,D2
Saltwater,2026-06-01T13:00:00Z,0.625,S5,33,1,LITU,FALSE,12.07,F5
Saltwater,2026-06-01T13:00:00Z,0.435,S6,33,2,LITU,FALSE,12.07,G6
Saltwater,2026-06-01T13:00:00Z,0.584,S9,33,3,ACRU,FALSE,12.07,F2
Saltwater,2026-06-01T13:00:00Z,0.523,S10,33,4,ACRU,FALSE,12.07,G5
Saltwater,2026-06-01T13:00:00Z,0.589,S12,33,5,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T13:00:00Z,0.465,S14,33,6,FAGR,FALSE,12.07,I2
Saltwater,2026-06-01T13:00:00Z,0.733,SD12,33,10,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T13:00:00Z,0.673,S19,33,12,ACRU,FALSE,12.07,D2
Saltwater,2026-06-01T13:15:00Z,0.615,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T13:15:00Z,0.425,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T13:15:00Z,0.583,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T13:15:00Z,0.519,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T13:15:00Z,0.583,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T13:15:00Z,0.461,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T13:15:00Z,0.73,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T13:15:00Z,0.669,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T13:30:00Z,0.605,S5,33,1,LITU,FALSE,12.07,F5
Saltwater,2026-06-01T13:30:00Z,0.416,S6,33,2,LITU,FALSE,12.07,G6
Saltwater,2026-06-01T13:30:00Z,0.583,S9,33,3,ACRU,FALSE,12.07,F2
Saltwater,2026-06-01T13:30:00Z,0.511,S10,33,4,ACRU,FALSE,12.07,G5
Saltwater,2026-06-01T13:30:00Z,0.575,S12,33,5,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T13:30:00Z,0.453,S14,33,6,FAGR,FALSE,12.07,I2
Saltwater,2026-06-01T13:30:00Z,0.724,SD12,33,10,ACRU,FALSE,12.07,F4
Saltwater,2026-06-01T13:30:00Z,0.663,S19,33,12,ACRU,FALSE,12.07,D2
Saltwater,2026-06-01T13:45:00Z,0.597,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T13:45:00Z,0.409,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T13:45:00Z,0.581,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T13:45:00Z,0.496,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T13:45:00Z,0.558,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T13:45:00Z,0.441,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T13:45:00Z,0.712,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T13:45:00Z,0.653,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T14:00:00Z,0.594,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T14:00:00Z,0.405,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T14:00:00Z,0.579,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T14:00:00Z,0.472,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T14:00:00Z,0.536,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T14:00:00Z,0.429,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T14:00:00Z,0.699,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T14:00:00Z,0.642,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T14:15:00Z,0.592,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T14:15:00Z,0.402,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T14:15:00Z,0.575,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T14:15:00Z,0.446,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T14:15:00Z,0.518,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T14:15:00Z,0.419,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T14:15:00Z,0.689,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T14:15:00Z,0.628,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T14:30:00Z,0.59,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T14:30:00Z,0.4,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T14:30:00Z,0.568,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T14:30:00Z,0.429,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T14:30:00Z,0.508,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T14:30:00Z,0.414,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T14:30:00Z,0.683,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T14:30:00Z,0.611,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T14:45:00Z,0.59,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T14:45:00Z,0.399,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T14:45:00Z,0.559,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T14:45:00Z,0.422,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T14:45:00Z,0.502,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T14:45:00Z,0.412,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T14:45:00Z,0.68,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T14:45:00Z,0.595,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T15:00:00Z,0.588,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T15:00:00Z,0.397,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T15:00:00Z,0.549,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T15:00:00Z,0.418,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T15:00:00Z,0.498,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T15:00:00Z,0.412,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T15:00:00Z,0.678,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T15:00:00Z,0.582,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T15:15:00Z,0.587,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T15:15:00Z,0.396,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T15:15:00Z,0.538,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T15:15:00Z,0.415,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T15:15:00Z,0.492,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T15:15:00Z,0.411,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T15:15:00Z,0.675,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T15:15:00Z,0.57,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T15:30:00Z,0.585,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T15:30:00Z,0.395,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T15:30:00Z,0.53,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T15:30:00Z,0.414,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T15:30:00Z,0.487,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T15:30:00Z,0.409,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T15:30:00Z,0.673,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T15:30:00Z,0.56,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T15:45:00Z,0.585,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T15:45:00Z,0.395,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T15:45:00Z,0.523,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T15:45:00Z,0.415,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T15:45:00Z,0.485,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T15:45:00Z,0.409,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T15:45:00Z,0.672,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T15:45:00Z,0.553,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T16:00:00Z,0.585,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T16:00:00Z,0.395,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T16:00:00Z,0.519,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T16:00:00Z,0.415,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T16:00:00Z,0.485,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T16:00:00Z,0.409,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T16:00:00Z,0.672,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T16:00:00Z,0.547,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T16:15:00Z,0.585,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T16:15:00Z,0.394,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T16:15:00Z,0.515,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T16:15:00Z,0.413,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T16:15:00Z,0.484,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T16:15:00Z,0.408,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T16:15:00Z,0.671,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T16:15:00Z,0.542,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T16:30:00Z,0.585,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T16:30:00Z,0.393,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T16:30:00Z,0.513,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T16:30:00Z,0.409,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T16:30:00Z,0.482,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T16:30:00Z,0.406,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T16:30:00Z,0.67,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T16:30:00Z,0.534,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T16:45:00Z,0.585,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T16:45:00Z,0.393,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T16:45:00Z,0.511,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T16:45:00Z,0.407,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T16:45:00Z,0.48,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T16:45:00Z,0.405,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T16:45:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T16:45:00Z,0.526,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T17:00:00Z,0.584,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T17:00:00Z,0.393,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T17:00:00Z,0.51,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T17:00:00Z,0.405,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T17:00:00Z,0.479,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T17:00:00Z,0.404,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T17:00:00Z,0.669,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T17:00:00Z,0.523,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T17:15:00Z,0.585,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T17:15:00Z,0.394,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T17:15:00Z,0.51,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T17:15:00Z,0.406,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T17:15:00Z,0.48,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T17:15:00Z,0.405,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T17:15:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T17:15:00Z,0.526,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T17:30:00Z,0.585,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T17:30:00Z,0.393,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T17:30:00Z,0.509,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T17:30:00Z,0.404,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T17:30:00Z,0.478,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T17:30:00Z,0.405,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T17:30:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T17:30:00Z,0.528,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T17:45:00Z,0.585,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T17:45:00Z,0.394,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T17:45:00Z,0.508,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T17:45:00Z,0.404,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T17:45:00Z,0.478,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T17:45:00Z,0.405,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T17:45:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T17:45:00Z,0.53,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T18:00:00Z,0.585,S5,33,1,LITU,FALSE,12.06,F5
Saltwater,2026-06-01T18:00:00Z,0.394,S6,33,2,LITU,FALSE,12.06,G6
Saltwater,2026-06-01T18:00:00Z,0.507,S9,33,3,ACRU,FALSE,12.06,F2
Saltwater,2026-06-01T18:00:00Z,0.404,S10,33,4,ACRU,FALSE,12.06,G5
Saltwater,2026-06-01T18:00:00Z,0.479,S12,33,5,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T18:00:00Z,0.406,S14,33,6,FAGR,FALSE,12.06,I2
Saltwater,2026-06-01T18:00:00Z,0.67,SD12,33,10,ACRU,FALSE,12.06,F4
Saltwater,2026-06-01T18:00:00Z,0.532,S19,33,12,ACRU,FALSE,12.06,D2
Saltwater,2026-06-01T18:15:00Z,0.584,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T18:15:00Z,0.393,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T18:15:00Z,0.505,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T18:15:00Z,0.402,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T18:15:00Z,0.478,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T18:15:00Z,0.405,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T18:15:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T18:15:00Z,0.53,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T18:30:00Z,0.583,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T18:30:00Z,0.392,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T18:30:00Z,0.503,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T18:30:00Z,0.401,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T18:30:00Z,0.478,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T18:30:00Z,0.404,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T18:30:00Z,0.669,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T18:30:00Z,0.527,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T18:45:00Z,0.584,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T18:45:00Z,0.393,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T18:45:00Z,0.502,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T18:45:00Z,0.402,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T18:45:00Z,0.479,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T18:45:00Z,0.404,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T18:45:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T18:45:00Z,0.525,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T19:00:00Z,0.585,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T19:00:00Z,0.394,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T19:00:00Z,0.502,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T19:00:00Z,0.402,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T19:00:00Z,0.479,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T19:00:00Z,0.405,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T19:00:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T19:00:00Z,0.525,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T19:15:00Z,0.585,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T19:15:00Z,0.393,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T19:15:00Z,0.502,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T19:15:00Z,0.404,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T19:15:00Z,0.479,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T19:15:00Z,0.403,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T19:15:00Z,0.669,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T19:15:00Z,0.525,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T19:30:00Z,0.586,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T19:30:00Z,0.394,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T19:30:00Z,0.501,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T19:30:00Z,0.405,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T19:30:00Z,0.48,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T19:30:00Z,0.402,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T19:30:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T19:30:00Z,0.523,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T19:45:00Z,0.585,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T19:45:00Z,0.395,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T19:45:00Z,0.5,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T19:45:00Z,0.407,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T19:45:00Z,0.481,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T19:45:00Z,0.4,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T19:45:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T19:45:00Z,0.521,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T20:00:00Z,0.584,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T20:00:00Z,0.394,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T20:00:00Z,0.499,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T20:00:00Z,0.408,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T20:00:00Z,0.482,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T20:00:00Z,0.399,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T20:00:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T20:00:00Z,0.52,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T20:15:00Z,0.583,S5,33,1,LITU,FALSE,12.04,F5
Saltwater,2026-06-01T20:15:00Z,0.394,S6,33,2,LITU,FALSE,12.04,G6
Saltwater,2026-06-01T20:15:00Z,0.498,S9,33,3,ACRU,FALSE,12.04,F2
Saltwater,2026-06-01T20:15:00Z,0.412,S10,33,4,ACRU,FALSE,12.04,G5
Saltwater,2026-06-01T20:15:00Z,0.482,S12,33,5,ACRU,FALSE,12.04,F4
Saltwater,2026-06-01T20:15:00Z,0.399,S14,33,6,FAGR,FALSE,12.04,I2
Saltwater,2026-06-01T20:15:00Z,0.67,SD12,33,10,ACRU,FALSE,12.04,F4
Saltwater,2026-06-01T20:15:00Z,0.522,S19,33,12,ACRU,FALSE,12.04,D2
Saltwater,2026-06-01T20:30:00Z,0.583,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T20:30:00Z,0.394,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T20:30:00Z,0.497,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T20:30:00Z,0.413,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T20:30:00Z,0.481,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T20:30:00Z,0.399,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T20:30:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T20:30:00Z,0.524,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T20:45:00Z,0.583,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T20:45:00Z,0.395,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T20:45:00Z,0.499,S9,33,3,ACRU,FALSE,12.05,F2
Saltwater,2026-06-01T20:45:00Z,0.417,S10,33,4,ACRU,FALSE,12.05,G5
Saltwater,2026-06-01T20:45:00Z,0.483,S12,33,5,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T20:45:00Z,0.4,S14,33,6,FAGR,FALSE,12.05,I2
Saltwater,2026-06-01T20:45:00Z,0.67,SD12,33,10,ACRU,FALSE,12.05,F4
Saltwater,2026-06-01T20:45:00Z,0.53,S19,33,12,ACRU,FALSE,12.05,D2
Saltwater,2026-06-01T21:00:00Z,0.583,S5,33,1,LITU,FALSE,12.05,F5
Saltwater,2026-06-01T21:00:00Z,0.396,S6,33,2,LITU,FALSE,12.05,G6
Saltwater,2026-06-01T21:00:00Z,0.5,S9,33,3,ACRU,FALSE,12.05,F2
